Run2016B_SingleElectron_1June2019	0
Run2016C_SingleElectron_1June2019	0
Run2016D_SingleElectron_1June2019	0
Run2016E_SingleElectron_1June2019	0
Run2016F_SingleElectron_1June2019	0
Run2016G_SingleElectron_1June2019	0
Run2016H_SingleElectron_1June2019	0
RunIISummer16NanoAODv5_ZGG_DYJetsToLL_M-50_TuneCUETP8M1_13TeV-amcatnloFXFX-pythia8	10
RunIISummer16NanoAODv5_ZG_DYJetsToLL_M-50_TuneCUETP8M1_13TeV-amcatnloFXFX-pythia8	11
RunIISummer16NanoAODv5_DYJetsToLL_M-50_TuneCUETP8M1_13TeV-amcatnloFXFX-pythia8		12
RunIISummer16NanoAODv5_ZTauTau_DYJetsToLL_M-50_TuneCUETP8M1_13TeV-amcatnloFXFX-pythia8	13
RunIISummer16NanoAODv5_WJetsToLNu_TuneCUETP8M1_13TeV-amcatnloFXFX-pythia8		20
RunIISummer16NanoAODv5_WG_WJetsToLNu_TuneCUETP8M1_13TeV-amcatnloFXFX-pythia8		21
RunIISummer16NanoAODv5_WGG_WJetsToLNu_TuneCUETP8M1_13TeV-amcatnloFXFX-pythia8		22
RunIISummer16NanoAODv5_WTauNu_WJetsToLNu_TuneCUETP8M1_13TeV-amcatnloFXFX-pythia8	20
RunIISummer16NanoAODv5_ZZ_TuneCUETP8M1_13TeV-pythia8	30
RunIISummer16NanoAODv5_WW_TuneCUETP8M1_13TeV-pythia8	30
RunIISummer16NanoAODv5_WZ_TuneCUETP8M1_13TeV-pythia8	30
RunIISummer16NanoAODv5_WWW_4F_TuneCUETP8M1_13TeV-amcatnlo-pythia8	35
RunIISummer16NanoAODv5_WWZ_TuneCUETP8M1_13TeV-amcatnlo-pythia8		35
RunIISummer16NanoAODv5_WZZ_TuneCUETP8M1_13TeV-amcatnlo-pythia8		35
RunIISummer16NanoAODv5_ZZZ_TuneCUETP8M1_13TeV-amcatnlo-pythia8		35
RunIISummer16NanoAODv5_TTJets_TuneCUETP8M1_13TeV-madgraphMLM-pythia8		40
RunIISummer16NanoAODv5_TTGJets_TuneCUETP8M1_13TeV-amcatnloFXFX-madspin-pythia8	41
RunIISummer16NanoAODv5_ST_t-channel_antitop_4f_inclusiveDecays_13TeV-powhegV2-madspin-pythia8_TuneCUETP8M1	50
RunIISummer16NanoAODv5_ST_t-channel_top_4f_inclusiveDecays_13TeV-powhegV2-madspin-pythia8_TuneCUETP8M1		50
RunIISummer16NanoAODv5_ST_tW_antitop_5f_inclusiveDecays_13TeV-powheg-pythia8_TuneCUETP8M1			50
RunIISummer16NanoAODv5_ST_tW_top_5f_inclusiveDecays_13TeV-powheg-pythia8_TuneCUETP8M1				50
