Run2016B_SingleMuon_02Apr2020	0
Run2016C_SingleMuon_02Apr2020	0
Run2016D_SingleMuon_02Apr2020	0
Run2016E_SingleMuon_02Apr2020	0
Run2016F_SingleMuon_02Apr2020	0
Run2016G_SingleMuon_02Apr2020	0
Run2016H_SingleMuon_02Apr2020	0
RunIISummer16NanoAODv7_WGG_WJetsToLNu_TuneCUETP8M1_13TeV-madgraphMLM-pythia8	1010
RunIISummer16NanoAODv7_WG_WJetsToLNu_TuneCUETP8M1_13TeV-madgraphMLM-pythia8	1011
RunIISummer16NanoAODv7_WJetsToLNu_TuneCUETP8M1_13TeV-madgraphMLM-pythia8	1012
RunIISummer16NanoAODv7_WTauNu_WJetsToLNu_TuneCUETP8M1_13TeV-madgraphMLM-pythia8	1013
RunIISummer16NanoAODv7_DYJetsToLL_M-50_TuneCUETP8M1_13TeV-madgraphMLM-pythia8		1020
RunIISummer16NanoAODv7_ZG_DYJetsToLL_M-50_TuneCUETP8M1_13TeV-madgraphMLM-pythia8	1021
RunIISummer16NanoAODv7_ZGG_DYJetsToLL_M-50_TuneCUETP8M1_13TeV-madgraphMLM-pythia8	1022
RunIISummer16NanoAODv7_ZTauTau_DYJetsToLL_M-50_TuneCUETP8M1_13TeV-madgraphMLM-pythia8	1020
RunIISummer16NanoAODv7_TTJets_TuneCUETP8M1_13TeV-madgraphMLM-pythia8		1030
RunIISummer16NanoAODv7_TTGJets_TuneCUETP8M1_13TeV-amcatnloFXFX-madspin-pythia8	1031
RunIISummer16NanoAODv7_TTGG_0Jets_TuneCUETP8M1_13TeV_amcatnlo_madspin_pythia8	1032
RunIISummer16NanoAODv7_ST_t-channel_antitop_4f_inclusiveDecays_13TeV-powhegV2-madspin-pythia8_TuneCUETP8M1	1040
RunIISummer16NanoAODv7_ST_t-channel_top_4f_inclusiveDecays_13TeV-powhegV2-madspin-pythia8_TuneCUETP8M1		1040
RunIISummer16NanoAODv7_ST_tW_antitop_5f_inclusiveDecays_13TeV-powheg-pythia8_TuneCUETP8M1			1040
RunIISummer16NanoAODv7_ST_tW_top_5f_inclusiveDecays_13TeV-powheg-pythia8_TuneCUETP8M1				1040
RunIISummer16NanoAODv7_TGJets_TuneCUETP8M1_13TeV_amcatnlo_madspin_pythia8					1041
RunIISummer16NanoAODv7_WW_TuneCUETP8M1_13TeV-pythia8		1050
RunIISummer16NanoAODv7_WWG_TuneCUETP8M1_13TeV-amcatnlo-pythia8	1051
RunIISummer16NanoAODv7_WZ_TuneCUETP8M1_13TeV-pythia8		1050
RunIISummer16NanoAODv7_WZG_TuneCUETP8M1_13TeV-amcatnlo-pythia8	1051
RunIISummer16NanoAODv7_ZZ_TuneCUETP8M1_13TeV-pythia8		1050
RunIISummer16NanoAODv7_WWW_4F_TuneCUETP8M1_13TeV-amcatnlo-pythia8	1055
RunIISummer16NanoAODv7_WWZ_TuneCUETP8M1_13TeV-amcatnlo-pythia8		1055
RunIISummer16NanoAODv7_WZZ_TuneCUETP8M1_13TeV-amcatnlo-pythia8		1055
RunIISummer16NanoAODv7_ZZZ_TuneCUETP8M1_13TeV-amcatnlo-pythia8		1055
